identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_precisez;geolocalisation_ban
996;Musée de l'Assistance publique - Hôpitaux de Paris;3 avenue Victoria;75004;Paris;https://www.aphp.fr/musee-patrimoine-revue;Patrimoine en revue est une publication proposée par le Musée de l'AP-HP. À travers les collections du musée, découvrez l'histoire et le patrimoine du plus grand CHU d'Europe : l'Assistance publique - Hôpitaux de Paris.;;Petites histoires d'une grande institution hospitalière;Livres;Tous publics;Livres numériques;Architecture et patrimoine,Sciences,Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.856842, 2.350388
1001;Musée de la gendarmerie nationale;18 Boulevard Henri IV;75004;Paris;https://www.google.com/maps/@48.5453775,2.6526826,3a,75y,48.66h,98.13t/data=!3m7!1e1!3m5!1sAF1QipPB7OiTH3lD3NS5PgSKks7In30IUsbkHqspTsPC!2e10!3e12!7i11898!8i5949;<p>Découvrez les espaces permanents du Musée de la gendarmerie nationale à travers une visite à 360°. L'occasion exclusive de plonger au coeur d'un musée qui vous est dédié.</p>;;Visite virtuelle;Expos, musées;Tous publics;Expositions virtuelles;Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.851382, 2.363853
1009;Musée départemental Albert-Kahn;1, rue des Abondances;92100;Boulogne-Billancourt;http://14-18.albert-kahn.hauts-de-seine.fr/;65000 autochromes numérisées (l'ancêtre de la photographie), les Archives de la Planète, prises entre 1909 et 1931 à travers la planète, ensemble d'images fixes et animées, consacré à la diversité des peuples et des cultures.;;Les Archives de la planète numérisées;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Archives,Musées;Transcription textuelle;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;48.841584, 2.228989
1010;Musée départemental d'art ancien et contemporain;1, Place Lagarde;88000;Epinal;https://museedepartemental.vosges.fr/collections/les-collections;Sélection d’œuvres et objets exposés en salles ou conservés en réserves : œuvres majeures, domaines, collections ou thématiques laissent entrevoir toute la richesse et la diversité des collections.;;Collections en ligne;Approfondir ses connaissances;Tous publics;Images, collections numérisées, bases de données;Architecture et patrimoine,Musées;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;48.173261, 6.446596
1019;Musée des Beaux-Arts;Le château;14000;Caen;https://mba-caen.yunow.app/672-musee-des-beaux-arts-de-caen/2271-accueil;<p>Nouvel espace jeux mis en ligne sur le site du musée des Beaux-Arts de Caen (mba.caen.fr) 3 jeux interactifs pour découvrir les collections du musée en s'amusant : Puzzle, Mémory et Timeline (classement des tableau dans l'ordre chronologique)</p>;Maternelle|113|Primaire|Collège;Jouer avec les oeuvres du musée;Jeux;Enfants;Jeux;Arts visuels;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;49.186271, -0.362635
1021;Musée des Beaux-Arts;20 place des Terreaux;69001;Lyon;https://www.mba-lyon.fr/fr/type-de-collection/54-tableaux-en-gigapixel;<p>Plus de 50 œuvres à explorer dans leurs moindres détails ! Voici le défi qu'a relevé le musée des Beaux-Arts pour le plus grand plaisir des yeux. Grâce à la photographie en gigapixel, plongez dans les œuvres et admirez leurs détails, imperceptibles à l'œil nu ! Expérience inédite garantie.</p>;;54 tableaux en Gigapixel;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Musées,Peinture;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;45.767177, 4.833576
1037;Musée du Louvre;Rue de Rivoli;75001;Paris;https://petitegalerie.louvre.fr/visite-virtuelle/saison5/;Faites la visite virtuelle de l’exposition de la Petite Galerie du musée du Louvre intitulée « Figure d’Artiste » de chez vous et admirez les autoportraits de Dürer, Rembrandt ou Delacroix .;;La petite Galerie;Expos, musées;Tous publics;Expositions virtuelles;Musées,Peinture,Sculpture;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.862527, 2.335861
1038;Musée du Louvre;Rue de Rivoli;75001;Paris;https://www.youtube.com/user/louvre/featured;"<p>Suivez les YouTubeurs dans les salles du musée, revivez les grandes conférences données à l’Auditorium du Louvre, retrouvez les présentations des expositions temporaires avec les commissaires, plongez dans le passé avec les archives du Louvre … Et bien plus encore ! ;)</p>";;Le Louvre sur Youtube;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Musées,Peinture,Sculpture;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.862527, 2.335861
1041;Musée du quai Branly - Jacques Chirac;37 quai Branly;75007;Paris;https://www.deezer.com/fr/playlist/4617596344;<p>Cette playlist préparée par l'ethnomusicologue Renaud Brizard reprend des grands tubes de hip hop américain et français, et les enregistrements de musiques traditionnelles du monde entier qui les ont inspirés !</p>;;Playlist « Aux sources du hip hop »;Audios;Tous publics;Audio, radio, podcasts;Art urbain (graph, hip hop, street art…),Musique, concerts et opéras;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.8615, 2.297744
1043;Musée du quai Branly - Jacques Chirac;37 quai Branly;75007;Paris;https://www.youtube.com/user/quaibranly/videos;Retransmissions intégrales en vidéos;;Spectacles et concerts;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.8615, 2.297744
1052;Musée Granet;Place Saint-Jean de Malte;13100;Aix-en-Provence;http://www.museegranet-aixenprovence.fr/visites-et-activites/mon-musee-a-la-maison.html;<p>Mots mêlés, coloriages, musée surprises, jeux des erreurs, tutos du week-end, et une multitude de rubrique...retrouvez le musée Granet et ses activités, pour petits et grands, en téléchargement et sur Facebook avec @MuseeGranet</p>;Maternelle|113|Primaire|Collège;Mon Musée à la maison;Jeux;Enfants;Ressources pédagogiques;Éducation artistique et culturelle,Musées,Peinture;;Toute une vie ne suffit pas;Accès permanent;Collectivité territoriale;;;;43.504694, 5.42482
1053;Musée municipal de Pontarlier;2 place d'Arçon;25300;Pontarlier;https://www.ville-pontarlier.fr/page/activites-et-loisirs/activites-culture/musee-municipal/preparer-votre-visite;A travers ces dix-neufs fichiers audio ou vidéo de 2 ou 3 min chacun, vous découvrez les différentes thématiques des collections du Musée de Pontarlier ou vous vous attardez sur quelques œuvres emblématiques. Peinture comtoise, archéologie et histoire du territoire, histoire de l'absinthe n'auront plus de secret pour vous.;;Podcasts;Audios;Tous publics;Audio, radio, podcasts;Archéologie,Histoire,Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;46.904108, 6.354871
1056;Musée national de l'histoire de l'immigration (EPPD);293 av Daumesnil;75012;Paris;https://cartes.histoire-immigration.fr/fr/cartes/galerie-des-dons;La collection société du Musée national de l’histoire de l’immigration est constitué d'objets, de documents et de photographies. Ils nous permettent d’aborder, à travers des témoignages, un parcours, individuel ou collectif, dont les migrations sont le sujet principal. On pourra ainsi découvrir l’histoire de familles ordinaires ou se plonger dans le parcours de réfugiés politiques et d’engagés volontaires. Ces parcours font l’objet d’entretiens filmés réunis sur cette carte interactive.;;Des récits de vie qui font l'histoire de l'immigration;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Histoire,Musées;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.834638, 2.409586
1059;Musée national des arts asiatiques - Guimet;6 Place d'Iéna;75116;Paris;https://www.guimet-grandidier.fr;<p>Cette collection constitue l’un des ensembles les plus riches conservés en Occident. Cette exposition virtuelle propose de l'explorer et de découvrir certains de ses chefs-d’œuvre aujourd'hui conservés au musée national des arts asiatiques - Guimet.</p>;;La collection de céramiques chinoises d’Ernest Grandidier;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Arts décoratifs, design, métiers d’art,Musées,Photographie;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.865019, 2.293702
1062;Musée national des arts asiatiques - Guimet;6 Place d'Iéna;75116;Paris;https://www.guimet-photo-japon.fr/;Ce catalogue en ligne permet de feuilleter plusieurs albums de photographies anciennes sur le Japon, témoignant de la vie quotidienne au XIXe siècle et mettant en lumière différents aspects de la culture japonaise.;;Japon, albums de photographies anciennes;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Photographie,Musées;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.865019, 2.293702
1070;Musée Yves Saint Laurent;5 Avenue Marceau;75116;Paris;https://museeyslparis.com/biographie;Elles retracent la vie d’Yves Saint Laurent et de Pierre Bergé. Vie privée, créations emblématiques, histoire de leur maison de couture, engagements personnels… Sélectionnez vos thèmes favoris et parcourez les temps forts de ces destins hors-normes.;;Biographies interactives;Expos, musées;Tous publics;Expositions virtuelles;Mode;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;;48.865621, 2.29952
1083;Muséum de Bordeaux - sciences et nature;5 place Bardineau;33000;Bordeaux;https://www.museum-bordeaux.fr/accueil/offre-pedagogique/scolaires/ateliers-hors-les-murs;<p>Une équipe fantastique est une série de vidéos qui présente les différents métiers exercés au Muséum de Bordeaux. Ces vidéos apportent un éclairage sur les compétences et missions du Muséum de Bordeaux - sciences et nature.</p>;Collège|Lycée;Ateliers hors les murs : le muséum chez vous;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Musées,Sciences;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;44.848378, -0.580165
1090;Odéon - Théâtre de l'Europe;Place de l'Odéon;75006;Paris;https://www.theatre-odeon.eu/fr/espace-presse/cycle-pirandello;"<p>Stéphane Braunschweig et son équipe travaillent à la création de Comme tu me veux de Luigi Pirandello, qui sera présenté à partir de janvier à l'Odéon 6e.&nbsp;<br />
Chaque semaine nous vous proposons de suivre l'actualité de la création du spectacle à travers des vidéos, des podcasts, des interviews, etc. Parallèlement, nous vous ferons découvrir Pirandello autrement à travers des archives exclusives et des captations.&nbsp;</p>";;Théâtre et canapé continue et évolue;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts;Théâtre, Spectacles;;Le temps d’un week-end;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.849898, 2.338717
1111;Orchestre de l'Alliance;26 rue de l'Exposition;75007;Paris;https://orchestredelalliance.fr/orchestre/culturecheznous/;<p>L’Orchestre de l’Alliance vous propose d’explorer l’univers musical d’un compositeur à travers une vidéo explicative du chef d’orchestre Pejman Memarzadeh, ainsi que de plusieurs captations de concerts de l’Orchestre. Consacrée chaque fois à un compositeur différent, il dévoilera son approche artistique, ses coups de cœur, ses réflexions liées à son travail d’interprétation, ses sources d’influences et donnera quelques clefs d'écoute pour découvrir, de l'intérieur, les œuvres et leurs secrets.</p>;;Exploration musicale avec l'Orchestre de l'Alliance;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps d’une soirée;Accès permanent;Organisme privé;;;;48.857216, 2.30318
1123;Palais des ducs de Lorraine - Musée lorrain;64 grande rue;54000;Nancy;https://www.musee-lorrain.nancy.fr/fr/numerique/;Explorez les collections du palais des ducs de Lorraine - Musée lorrain (Nancy). Un dispositif de médiation numérique pour mieux comprendre les symboles patriotiques au début de la Première Guerre mondiale et les productions et techniques des établissements Gallé.;;Collections en ligne;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Musées,Peinture,Sculpture;Transcription textuelle,Navigation au clavier,Facile à lire et à comprendre (FALC);Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;48.69732, 6.17919
1135;Pop'Sciences - Université de Lyon;92 rue Pasteur;69007;Lyon;https://popsciences.universite-lyon.fr/ressources/;P comme partager les savoirs, O comme Ouvrir les campus, P comme Produire de la connaissance avec et pour les citoyens… tel est le leitmotiv du portail numérique Pop’Sciences qui a tout simplement pour objectif de répondre à tous ceux qui ont soif de savoirs, de rencontres, d’expériences, de sons et d’images en lien avec les sciences et les techniques…;;Voir - Lire - Ecouter;Actualités, débats;Tous publics;Ressources pédagogiques;Sciences;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;45.748475, 4.836641
1142;Radio France;116, avenue du président-Kennedy;75016;Paris;https://www.francemusique.fr/concerts;<p>Tous les concerts en replay. Une sélection de concerts à voir en replay et à écouter en streaming audio haute définition. Musique classique, symphoniques, de chambre, jazz... joués à la Maison de la radio et dans les plus grandes salles, avec l'Orchestre philharmonique de Radio France, l'Orchestre National de France et de nombreux orchestres et solistes internationaux, les concerts sont en réécoute en ligne gratuitement et en intégralité sur France Musique.</p>;;Concerts de France Musique;Audios;Tous publics;Audio, radio, podcasts;Audiovisuel,Musique, concerts et opéras;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.852149, 2.279529
1154;Rencontres de la photographie;34 Rue du Dr Fanton;13200;Arles;https://observervoir.rencontres-arles.com/;La plateforme d'éducation au regard des rencontres d'Arles;;Observer, voir;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Photographie;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;43.678242, 4.625807
1155;Rennes Ville et Métropole;4 avenue Henri Fréville;35200;Rennes;https://metropole.rennes.fr/le-coin-lecture;<p>Faites le plein d'idées culture pour toute la famille ! Podcasts, énigmes, vidéos, jeux, récits longs, explorations urbaines... Dans le coin lecture, on vous donne toutes les clefs pour remplir vos journées.</p>;;Le coin lecture;Livres;Tous publics;Livres numériques;Littérature, sciences humaines, langues;Navigation au clavier;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;48.093066, -1.67494
1157;Réunion des Musées Métropolitains Rouen-Normandie;Métropole Rouen Normandie - Bâtiment 108 - 108 allée François Mitterrand;76000;Rouen;https://museedesantiquites.fr//fr/actualites/oeuvres-a-la-loupe-partez-a-la-decouverte-des-collections;Partez à la découverte des riches collections des Musées Métropolitains grâce à cette sélection de dossiers thématiques pour en apprendre plus sur les plus beaux chefs-d'oeuvre de vos musées ! Huit musées ouvrent leur porte pour vous permettre de voyager parmi leurs collections beaux-arts, antiquités, littéraires, sciences naturelles, ethnologie, arts du fer, céramique, industrielles et archives.;;Oeuvres à la loupe;Approfondir ses connaissances;Tous publics;Images, collections numérisées, bases de données;Histoire,Musées;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;49.440091, 1.074016
1165;Réunion des musées nationaux - Grand Palais (Rmn-GP);254-256 Rue de Bercy;75012;Paris;https://art.rmngp.fr/fr;La richesse d’une base de 30 000 artistes et de centaines de milliers d’œuvres, que vous pouvez partager et collectionner.;;Images d’art;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Archéologie,Musées,Peinture,Sculpture;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.847759, 2.368258
1181;TAP - Théâtre Auditorium;1 boulevard de Verdun;86000;Poitiers;https://vimeo.com/channels/instantanes/videos;Chaque jour à 17h, nous ouvrons notre collection d'Instantanés, ce sont de courtes vidéo que nous avons tournées avec des artistes programmés au TAP. La règle : tourner sans préparation, en plan séquence, en une seule prise pour obtenir une captation de l’instant.;;Les Instantanés - Cécilia Bengolea & François Chaignaud;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Danse;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;46.583617, 0.337101
1194;Théâtre du Soleil;2 Route du Champ de Manoeuvre;75012;Paris;https://vimeo.com/theatredusoleil/videos;<p>Extraits, pièces, rencontres, interviews...</p>;;Chaîne Viméo;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Théâtre, Spectacles;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;48.834716, 2.449079
1204;Transmettre le cinéma;36 Boulevard Général de Gaulle;26000;Valence;http://www.transmettrelecinema.com/;<p>Nous invitons les enfants, adolescents et familles confinées à parcourir quelques chemins de cinéma, s’y ressourcer, à travers la vidéothèque transmettrelecinema animée par LUX Scène nationale et le CNC !</p>;;Vidéothèque pour comprendre et partager le cinéma;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Audiovisuel,Cinéma,Histoire;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;44.930191, 4.893946
1210;Universcience;Avenue Franklin Roosevelt;75008;Paris;http://www.cite-sciences.fr/fr/ressources/juniors/a-toi-de-jouer/#item-grid-604;<p>Que tu sois fille ou garçon, si tu as l’esprit curieux, découvre nos sites de jeux dans la Curiotek de la Cité des sciences et de l'industrie, pour faire des sciences en t'amusant et en devenant savant ! Certains sites ont fait l’objet d’une attention particulière pour les rendre accessibles. Outre le respect des contrastes de couleurs, ils sont utilisables au clavier et à la synthèse vocale.</p>;Primaire|Collège;Curiotek - A toi de jouer !;Jeux;Enfants;Ressources pédagogiques,Jeux,Expositions virtuelles;Arts numériques,Éducation artistique et culturelle,Histoire,Sciences;Jeu utilisant du HTML,Navigation au clavier;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.869861, 2.310241
1216;Ville de Nice;Place Masséna 06364 Nice  4;06364;Nice;https://cultivez-vous.nice.fr/;<p>La Ville de Nice vous invite à découvrir en ligne concerts, ballets, visites, conférences, films ou encore expositions … De nouvelles vidéos et films sont ajoutés chaque semaine.</p>;;Cultivez-vous !;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts,Ressources pédagogiques,Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels,Expositions virtuelles;Audiovisuel,Cinéma,Danse,Musique, concerts et opéras,Théâtre, Spectacles;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;43.697571, 7.270284
1248;Musée d'Orsay;1 Rue de la Légion d'Honneur;75007;Paris;https://www.musee-orsay.fr/fr/outils-transversaux/galerie-video/galerie-video.html;"<p>Toutes les vidéos du Musée d'Orsay : Un regard une oeuvre, toutes les expositions,&nbsp;Ce qui se cache derrière les petites phrases des grands artistes, etc.</p>";;Galerie vidéo;Expos, musées;Tous publics;Vidéo, flux en direct, programmes en différé;Musées,Peinture;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.86045, 2.325696
1257;Archives départementales - Pyrénées-Orientales;Hôtel du Département, 24 quai Sadi Carnot, BP906;66906;Perpignan;https://www.ledepartement66.fr/loffre-pedagogique-des-archives-departementales;<p>Entrez dans l'Histoire grâce aux documents concernant votre région : les dossiers pédagogiques vous invitent à (re)découvrir notre patrimoine historique à partir d'exemples locaux. Vous pourrez ainsi porter un nouveau regard sur la société féodale ou sur l'impact de la première guerre mondiale dans les Pyrénées-Orientales. Les dossiers des ateliers sont une manière ludique d'aborder les sciences auxiliaires de l'histoire : vous aussi devenez un super héraut en dessinant vos armoiries !</p>;114|Primaire|Collège;Dossiers pédagogiques;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Éducation artistique et culturelle,Histoire;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;42.699647, 2.893119
1265;Musée des Arts et Métiers;60 rue Réaumur;75003;Paris;https://www.arts-et-metiers.net/musee/jeu-de-pistelost-inventions;"<p>""Lost in inventions. Une aventure spatio-temporelle au musée des Arts et Métiers."" Dans une ambiance de science-fiction, laissez-vous guider à travers la visite virtuelle des lieux pour résoudre des énigmes venues du futur... Chaque semaine, deux nouveaux épisodes du jeu de piste Lost in inventions vous attendent</p>";;Lost in inventions;Jeux;Tous publics;Jeux;Architecture et patrimoine,Histoire,Sciences;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.865711, 2.355422
1279;Institut Lumière;25 rue du Premier-Film;69008;Lyon;https://soundcloud.com/festival-lumiere/sets/master-class-2018;Avec Alfonso Cuaron, Vincent Lindon, Javier Bardem, Liv Ullmann, Claire Denis, Jane Fonda, Claude Lelouche;;Les MasterClass;Audios;Tous publics;Audio, radio, podcasts;Cinéma;;Le temps d’un week-end;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;45.744977, 4.870474
1280;Institut Lumière;25 rue du Premier-Film;69008;Lyon;https://www.youtube.com/playlist?list=PLaLwsvt3EwlIvjs5HvNHb633wVeusepQC;"Conférences filmées sur l'histoire du cinéma : Stanley Kubrick par Michel Ciment, Soirée Bruce Lee, rencontre avec Bernard Benoliel, Comment le cinéma revisite l'Antiquité"", 70 années de cinéma soviétique"" par Joël Chapron,...";;Histoires de cinéma;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Cinéma;;Le temps d’un week-end;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;45.744977, 4.870474
1289;Insula orchestra;la Seine Musicale 1 ile Seguin;92100;Boulogne-Billancourt;https://www.youtube.com/channel/UCbDue_BAPzIDqP6tDyLlGKw/playlists;<p>Découvrez la chaine Youtube d'Insula orchestra. L'orchestre joue sur instruments d’époque un répertoire allant principalement du classicisme au romantisme et présente des programmes aussi bien symphoniques qu’avec chœur et solistes ou lyriques.</p>;;Chaine Youtube Insula Orchestra;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps d’une soirée;Accès permanent;Organisme privé;;;;48.827738, 2.234788
1315;Château de Versailles;1 place d'Armes;78000;Versailles;http://www.chateauversailles.fr/grands-formats/poum-tiya;<p>Il était une fois, au royaume de Siam, un jeune prince qui rêvait de voyager. Il avait dix ans et son père, le Grand et Magnifique Phra Naraï, était le plus puissant roi des Indes. En cette année 1686, Poum Tiya réalise son rêve : il accompagne l’ambassade que son père envoie, par delà les mers, auprès du roi de France, Louis XIV. Grâce à la complicité de Louis-Marie de Faverolles, page à la cour de Versailles, il découvre le château du Roi-Soleil.</p>;Maternelle|131|142|Primaire|Collège|Lycée;Poum-Tiya et le Roi-Soleil;Livres;Enfants;Livres numériques;Architecture et patrimoine,Histoire,Musées,Peinture;Transcription textuelle;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;50.959073, 1.848882
1322;Institut catholique de Paris;21 rue d'Assas;75006;Paris;https://bibliotheque-numerique.icp.fr/expositions?father_id=8610;Au maître, au confrère, à l'ami : florilège d'envois à Paul Bourget, L'évangéliaire copte-arabe, Regard photographique sur la Terre sainte : Jules Touzard, La guerre franco-prussienne (1870-1871), Carte d’État-major;;Expositions virtuelles;Expos, musées;Tous publics;Expositions virtuelles;Littérature, sciences humaines, langues;;Le temps d’un vrai déjeuner;Accès permanent;Organisme privé;;;;48.8483, 2.32936
1338;Médiathèque musicale de Paris;8 Porte Saint Eustache, Forum des Halles;75001;Paris;https://bibliotheques.paris.fr/musique/creez-vos-productions-musicales.aspx;<p>La Médiathèque musicale de Paris met à disposition 75 samples issue de son fonds de 78 tours numérisés (50 boucles musicales et 25 monologues et poésis) pour les remixer, les revisiter, les mettre en musique via https://mediathequemusicaledeparis.bandcamp.com/</p>;;75 samples de disques 78 tours à télécharger et à remixer;Jeux;Tous publics;Audio, radio, podcasts;Arts numériques,Musique, concerts et opéras;;Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;;48.859393, 2.347222
1340;TV5 Monde;131 avenue de Wagram;75017;Paris;https://bibliothequenumerique.tv5monde.com/;<p>570 ouvrages classiques de la littérature francophone en téléchargement gratuit sur ordinateurs, tablettes et téléphones mobiles. Accessible aux francophones et francophiles du monde entier, elle fédère un large public autour d’œuvres éclectiques en langue française : roman, théâtre, bibliographie, science-fiction, littérature jeunesse...</p>;;Bibliothèque numérique francophone;Livres;Tous publics;Livres numériques;Littérature, sciences humaines, langues;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.883586, 2.301932
1342;Université Paris 1 Panthéon-Sorbonne - Ecole Doctorale d'Archéologie;Institut d'Art et d'Archéologie, 3 rue Michelet;75006;Paris;https://www.youtube.com/channel/UCGcxqQOCHDqayis8GgM6rBQ;Faire revivre le passé en dessins animés : c’est l’objectif de Past & Curious, la série d'archéologie. Ces films courts, fondés sur des données scientifiques, proposent une plongée dans notre histoire... Les archéologues misent sur un format accessible à tous pour partager la science. Si vous vous demandez comment sont construites les pyramides mayas ou comment était fabriqué le fromage dans l’Antiquité, Past & Curious est là pour vous répondre !;;Past & Curious, la série d'archéologie;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Architecture et patrimoine,Archéologie,Audiovisuel,Éducation artistique et culturelle,Histoire,Sciences;Sous-titrage (ST);Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.842458, 2.336055
1343;La Croix;18, rue Barbès;92000;Montrouge;https://www.youtube.com/user/lacroixvideo/playlists?view=50&sort=dd&shelf_id=22;<p>Une série d'entretiens vidéos, comportant deux saisons de 10 numéros, proposée par le Journal La Croix. Des personnalités d'horizons variés y analysent les coulisses du traitement médiatique.</p>;;Médias dans l'arène;Actualités, débats;Tous publics;Vidéo, flux en direct, programmes en différé;Éducation aux médias;;Le temps d’une soirée;Accès permanent;Organisme privé;;;;48.817246, 2.327521
1357;Centre Pompidou;Place Georges-Pompidou;75004;Paris;https://prisme7.io/fr;<p>Le Centre Pompidou dévoile son premier jeu vidéo : Prisme7. Réalisé par des artistes du numérique, où des œuvres majeures de la collection du musée d'art moderne se donnent à voir et à jouer, le jeu vidéo du Centre Pompidou propose une plongée dans un univers artistique et poétique.</p>;;Prisme 7;Jeux;Tous publics;Jeux;Arts numériques,Audiovisuel,Musées;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.860307, 2.351132
1360;Paris Musées;27 rue des petites écuries;75010;Paris;http://missionzigomar.paris.fr/;En route pour les musées de la ville de Paris ! Mission Zigomar est un site ludo-éducatif qui permet d’explorer les collections de l’ensemble des musées de la Ville de Paris. Durant cette véritable aventure animée, les enfants doivent résoudre des énigmes, emmenés par de jeunes héros;;Mission Zygomar;Jeux;Tous publics;Jeux;Arts visuels,Arts numériques;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;48.873636, 2.351538
1367;Class'Code;L'atrium, 43 boulevard du 11 novembre 1918;69100;Villeurbanne;https://pixees.fr/classcode-v2/;Class’Code, est un programme de formation innovant, qui forme depuis 2016 les professionnels de l’éducation et de l’animation pour leur donner les moyens d’initier plsu jeunes à la pensée informatique : programmation créative, codage de l’information, robotique ludique et enjeux sociétaux liés.;;Class'Code;Approfondir ses connaissances;Tous publics;Ressources pédagogiques;Arts numériques,Sciences;;Toute une vie ne suffit pas;Accès permanent;Organisme privé;;;;45.778922, 4.864823
